date,count_commits,count_issues,count_pulls
2016-11-24,9618,2486,5275
2016-11-25,9623,2486,5279
2016-11-26,9629,2486,5282
2016-11-27,9633,2487,5285
2016-11-28,9635,2489,5287
2016-11-29,9641,2490,5292
2016-11-30,9644,2495,5298
2016-12-01,9650,2496,5304
2016-12-02,9659,2496,5312
2016-12-03,9670,2496,5315
2016-12-04,9680,2498,5319
2016-12-05,9691,2500,5324
2016-12-06,9696,2501,5335
2016-12-07,9700,2501,5337
2016-12-08,9708,2502,5338
2016-12-09,9714,2502,5348
2016-12-10,9715,2504,5350
2016-12-11,9716,2507,5352
2016-12-12,9723,2509,5362
2016-12-13,9729,2511,5367
2016-12-14,9735,2513,5372
2016-12-15,9746,2514,5376
2016-12-16,9748,2517,5386
2016-12-17,9749,2517,5388
2016-12-18,9749,2517,5388
2016-12-19,9750,2520,5395
2016-12-20,9756,2523,5400
2016-12-21,9761,2526,5411
2016-12-22,9769,2528,5413
2016-12-23,9774,2529,5419
2016-12-24,9780,2529,5422
2016-12-25,9780,2529,5422
2016-12-26,9782,2535,5424
2016-12-27,9785,2536,5427
2016-12-28,9785,2536,5427
2016-12-29,9801,2539,5430
2016-12-30,9805,2542,5432
2016-12-31,9806,2542,5435
2017-01-01,9806,2542,5435
2017-01-02,9808,2545,5437
2017-01-03,9819,2547,5439
2017-01-04,9855,2548,5449
2017-01-05,9879,2550,5451
2017-01-06,9882,2551,5456
2017-01-07,9884,2551,5458
2017-01-08,9884,2551,5458
2017-01-09,9889,2551,5464
2017-01-10,9907,2552,5475
2017-01-11,9923,2553,5482
2017-01-12,9939,2557,5493
2017-01-13,9956,2560,5496
2017-01-14,9964,2560,5506
2017-01-15,9967,2563,5506
2017-01-16,9970,2564,5507
2017-01-17,9975,2564,5509
2017-01-18,9978,2565,5513
2017-01-19,9989,2568,5523
2017-01-20,10003,2571,5534
2017-01-21,10004,2571,5536
2017-01-22,10005,2572,5537
2017-01-23,10011,2573,5543
2017-01-24,10015,2574,5549
2017-01-25,10023,2576,5553
2017-01-26,10029,2581,5557
2017-01-27,10031,2582,5560
2017-01-28,10036,2583,5564
2017-01-29,10037,2583,5565
2017-01-30,10039,2585,5565
2017-01-31,10043,2586,5570
2017-02-01,10049,2589,5572
2017-02-02,10063,2591,5576
2017-02-03,10066,2593,5583
2017-02-04,10067,2599,5584
2017-02-05,10069,2599,5586
2017-02-06,10075,2601,5593
2017-02-07,10082,2604,5603
2017-02-08,10090,2605,5610
2017-02-09,10096,2606,5616
2017-02-10,10119,2606,5623
2017-02-11,10119,2606,5623
2017-02-12,10120,2607,5626
2017-02-13,10128,2608,5633
2017-02-14,10130,2610,5637
2017-02-15,10135,2612,5645
2017-02-16,10144,2614,5649
2017-02-17,10156,2616,5656
2017-02-18,10158,2616,5659
2017-02-19,10160,2621,5663
2017-02-20,10166,2624,5668
2017-02-21,10171,2626,5674
2017-02-22,10179,2628,5680
2017-02-23,10188,2633,5691
2017-02-24,10190,2635,5697
2017-02-25,10191,2636,5700
2017-02-26,10192,2640,5704
2017-02-27,10216,2644,5713
2017-02-28,10222,2648,5720
2017-03-01,10228,2650,5726
2017-03-02,10230,2651,5729
2017-03-03,10247,2651,5734
2017-03-04,10250,2656,5736
2017-03-05,10254,2658,5740
2017-03-06,10264,2660,5745
2017-03-07,10272,2665,5754
2017-03-08,10283,2669,5761
2017-03-09,10300,2671,5767
2017-03-10,10306,2673,5772
2017-03-11,10309,2674,5773
2017-03-12,10310,2675,5775
2017-03-13,10312,2677,5779
2017-03-14,10315,2678,5783
2017-03-15,10322,2684,5788
2017-03-16,10326,2686,5796
2017-03-17,10329,2689,5799
2017-03-18,10334,2694,5800
2017-03-19,10337,2695,5803
2017-03-20,10346,2695,5806
2017-03-21,10354,2697,5810
2017-03-22,10362,2697,5819
2017-03-23,10365,2700,5822
2017-03-24,10391,2702,5826
2017-03-25,10394,2703,5830
2017-03-26,10399,2705,5840
2017-03-27,10409,2705,5849
2017-03-28,10417,2708,5855
2017-03-29,10427,2708,5860
2017-03-30,10437,2709,5871
2017-03-31,10442,2711,5874
2017-04-01,10444,2711,5875
2017-04-02,10456,2714,5876
2017-04-03,10468,2714,5880
2017-04-04,10474,2715,5887
2017-04-05,10478,2715,5893
2017-04-06,10483,2715,5895
2017-04-07,10500,2717,5901
2017-04-08,10502,2718,5903
2017-04-09,10502,2718,5903
2017-04-10,10518,2719,5909
2017-04-11,10521,2720,5920
2017-04-12,10523,2720,5928
2017-04-13,10535,2721,5933
2017-04-14,10539,2724,5939
2017-04-15,10539,2724,5939
2017-04-16,10539,2724,5939
2017-04-17,10546,2724,5943
2017-04-18,10552,2724,5948
2017-04-19,10563,2725,5954
2017-04-20,10579,2727,5961
2017-04-21,10587,2728,5968
2017-04-22,10589,2729,5970
2017-04-23,10591,2731,5973
2017-04-24,10591,2731,5973
2017-04-25,10597,2731,5980
2017-04-26,10602,2731,5985
2017-04-27,10603,2734,5989
2017-04-28,10610,2736,5993
2017-04-29,10610,2736,5993
2017-04-30,10611,2737,5995
2017-05-01,10616,2738,6001
2017-05-02,10626,2741,6007
2017-05-03,10645,2745,6016
2017-05-04,10653,2746,6021
2017-05-05,10662,2746,6026
2017-05-06,10666,2747,6026
2017-05-07,10667,2747,6029
2017-05-08,10671,2750,6037
2017-05-09,10681,2751,6044
2017-05-10,10697,2751,6048
2017-05-11,10705,2752,6050
2017-05-12,10707,2754,6051
2017-05-13,10708,2755,6051
2017-05-14,10709,2758,6052
2017-05-15,10712,2761,6056
2017-05-16,10719,2762,6060
2017-05-17,10729,2764,6063
2017-05-18,10734,2764,6070
2017-05-19,10738,2765,6076
2017-05-20,10738,2765,6076
2017-05-21,10738,2765,6076
2017-05-22,10742,2767,6080
2017-05-23,10746,2767,6081
2017-05-24,10750,2767,6084
2017-05-25,10754,2770,6087
2017-05-26,10764,2770,6093
2017-05-27,10766,2773,6098
2017-05-28,10767,2773,6099
2017-05-29,10768,2775,6100
2017-05-30,10772,2775,6105
2017-05-31,10777,2781,6110
2017-06-01,10806,2785,6119
2017-06-02,10809,2787,6124
2017-06-03,10812,2787,6132
2017-06-04,10813,2789,6134
2017-06-05,10844,2789,6141
2017-06-06,10859,2790,6148
2017-06-07,10876,2790,6154
2017-06-08,10886,2790,6163
2017-06-09,10898,2791,6169
2017-06-10,10901,2792,6170
2017-06-11,10903,2794,6173
2017-06-12,10911,2794,6175
2017-06-13,10912,2794,6179
2017-06-14,10921,2795,6188
2017-06-15,10923,2799,6196
2017-06-16,10925,2805,6199
2017-06-17,10925,2805,6199
2017-06-18,10928,2808,6201
2017-06-19,10930,2809,6207
2017-06-20,10932,2809,6210
2017-06-21,10933,2813,6213
2017-06-22,10948,2813,6218
2017-06-23,10950,2814,6224
2017-06-24,10950,2814,6224
2017-06-25,10951,2814,6225
2017-06-26,10958,2816,6227
2017-06-27,10982,2818,6236
2017-06-28,10985,2820,6246
2017-06-29,11000,2821,6254
2017-06-30,11006,2822,6257
2017-07-01,11007,2822,6257
2017-07-02,11010,2824,6259
2017-07-03,11011,2832,6265
2017-07-04,11015,2833,6271
2017-07-05,11019,2835,6277
2017-07-06,11023,2837,6280
2017-07-07,11034,2838,6292
2017-07-08,11048,2838,6298
2017-07-09,11050,2839,6301
2017-07-10,11052,2840,6306
2017-07-11,11059,2843,6314
2017-07-12,11064,2845,6324
2017-07-13,11072,2847,6330
2017-07-14,11075,2849,6338
2017-07-15,11093,2850,6345
2017-07-16,11097,2850,6354
2017-07-17,11128,2854,6361
2017-07-18,11134,2857,6372
2017-07-19,11137,2857,6382
2017-07-20,11148,2858,6385
2017-07-21,11152,2860,6396
2017-07-22,11153,2865,6400
2017-07-23,11154,2865,6402
2017-07-24,11156,2867,6406
2017-07-25,11162,2869,6409
2017-07-26,11164,2871,6418
2017-07-27,11171,2872,6420
2017-07-28,11179,2874,6424
2017-07-29,11179,2874,6424
2017-07-30,11180,2876,6427
2017-07-31,11183,2879,6433
2017-08-01,11189,2881,6438
2017-08-02,11194,2882,6441
2017-08-03,11196,2885,6444
2017-08-04,11201,2886,6447
2017-08-05,11204,2889,6450
2017-08-06,11205,2889,6451
2017-08-07,11215,2890,6457
2017-08-08,11218,2890,6462
2017-08-09,11224,2892,6466
2017-08-10,11231,2892,6475
2017-08-11,11232,2894,6479
2017-08-12,11236,2897,6480
2017-08-13,11237,2899,6482
2017-08-14,11252,2901,6488
2017-08-15,11259,2903,6493
2017-08-16,11265,2909,6501
2017-08-17,11271,2911,6509
2017-08-18,11274,2913,6517
2017-08-19,11276,2915,6520
2017-08-20,11278,2915,6523
2017-08-21,11279,2918,6526
2017-08-22,11281,2919,6533
2017-08-23,11286,2922,6538
2017-08-24,11289,2924,6541
2017-08-25,11299,2929,6555
2017-08-26,11303,2935,6564
2017-08-27,11306,2937,6565
2017-08-28,11317,2940,6573
2017-08-29,11318,2942,6579
2017-08-30,11321,2943,6582
2017-08-31,11324,2945,6589
2017-09-01,11331,2948,6593
2017-09-02,11332,2950,6596
2017-09-03,11334,2951,6600
2017-09-04,11336,2951,6603
2017-09-05,11348,2957,6614
2017-09-06,11372,2960,6621
2017-09-07,11398,2966,6634
2017-09-08,11401,2969,6642
2017-09-09,11402,2970,6643
2017-09-10,11403,2971,6645
2017-09-11,11411,2973,6648
2017-09-12,11420,2975,6655
2017-09-13,11427,2980,6660
2017-09-14,11432,2981,6666
2017-09-15,11436,2983,6676
2017-09-16,11438,2987,6682
2017-09-17,11438,2987,6682
2017-09-18,11443,2988,6683
2017-09-19,11446,2990,6688
2017-09-20,11451,2993,6690
2017-09-21,11458,2995,6693
2017-09-22,11461,2995,6696
2017-09-23,11463,2996,6698
2017-09-24,11465,2997,6700
2017-09-25,11466,2998,6707
2017-09-26,11471,2999,6712
2017-09-27,11475,3000,6713
2017-09-28,11484,3000,6717
2017-09-29,11494,3001,6725
2017-09-30,11496,3003,6731
2017-10-01,11498,3003,6733
2017-10-02,11507,3004,6737
2017-10-03,11513,3005,6743
2017-10-04,11518,3008,6744
2017-10-05,11523,3010,6747
2017-10-06,11523,3010,6747
2017-10-07,11526,3013,6748
2017-10-08,11526,3013,6748
2017-10-09,11533,3015,6754
2017-10-10,11540,3016,6757
2017-10-11,11545,3017,6766
2017-10-12,11548,3017,6770
2017-10-13,11569,3017,6773
2017-10-14,11571,3017,6776
2017-10-15,11572,3022,6776
2017-10-16,11574,3023,6782
2017-10-17,11581,3023,6788
2017-10-18,11593,3025,6789
2017-10-19,11598,3025,6798
2017-10-20,11603,3026,6805
2017-10-21,11605,3029,6809
2017-10-22,11605,3029,6809
2017-10-23,11606,3031,6810
2017-10-24,11608,3032,6812
2017-10-25,11610,3033,6817
2017-10-26,11617,3036,6820
2017-10-27,11618,3036,6820
2017-10-28,11619,3036,6822
2017-10-29,11620,3039,6824
2017-10-30,11623,3040,6830
2017-10-31,11630,3043,6832
2017-11-01,11634,3044,6835
2017-11-02,11639,3044,6840
2017-11-03,11641,3046,6843
2017-11-04,11642,3048,6846
2017-11-05,11643,3051,6848
2017-11-06,11647,3051,6858
2017-11-07,11660,3053,6863
2017-11-08,11668,3057,6870
2017-11-09,11688,3059,6876
2017-11-10,11700,3060,6881
2017-11-11,11704,3063,6885
2017-11-12,11705,3067,6888
2017-11-13,11709,3069,6891
2017-11-14,11713,3072,6899
2017-11-15,11725,3075,6906
2017-11-16,11734,3076,6911
2017-11-17,11750,3077,6915
2017-11-18,11756,3086,6919
2017-11-19,11757,3088,6922
2017-11-20,11761,3091,6930
2017-11-21,11765,3092,6935
2017-11-22,11768,3093,6941
2017-11-23,11771,3096,6944
2017-11-24,11771,3096,6944
2017-11-25,11771,3096,6944
2017-11-26,11771,3096,6944
2017-11-27,11772,3100,6951
2017-11-28,11777,3102,6953
2017-11-29,11785,3104,6959
2017-11-30,11790,3107,6968
2017-12-01,11794,3113,6971
2017-12-02,11794,3113,6971
2017-12-03,11794,3113,6971
2017-12-04,11800,3116,6971
2017-12-05,11809,3122,6977
2017-12-06,11812,3124,6980
2017-12-07,11818,3127,6984
2017-12-08,11819,3131,6988
2017-12-09,11820,3131,6989
2017-12-10,11822,3131,6990
2017-12-11,11830,3134,6996
2017-12-12,11837,3138,7004
2017-12-13,11844,3142,7007
2017-12-14,11847,3150,7011
2017-12-15,11850,3153,7018
2017-12-16,11852,3153,7021
2017-12-17,11853,3158,7024
2017-12-18,11855,3161,7027
2017-12-19,11870,3168,7033
2017-12-20,11881,3174,7038
2017-12-21,11884,3177,7043
2017-12-22,11887,3180,7049
2017-12-23,11889,3184,7052
2017-12-24,11893,3188,7054
2017-12-25,11893,3188,7054
2017-12-26,11898,3191,7058
2017-12-27,11898,3191,7058
2017-12-28,11899,3194,7061
2017-12-29,11902,3196,7064
2017-12-30,11903,3200,7066
2017-12-31,11903,3201,7068
2018-01-01,11903,3201,7068
2018-01-02,11906,3201,7072
2018-01-03,11915,3201,7075
2018-01-04,11917,3206,7079
2018-01-05,11921,3206,7082
2018-01-06,11922,3208,7084
2018-01-07,11923,3212,7085
2018-01-08,11930,3216,7091
2018-01-09,11941,3218,7099
2018-01-10,11941,3218,7099
2018-01-11,11945,3222,7109
2018-01-12,11949,3225,7114
2018-01-13,11951,3227,7115
2018-01-14,11951,3227,7115
2018-01-15,11953,3230,7120
2018-01-16,11961,3233,7125
2018-01-17,11964,3234,7131
2018-01-18,11967,3236,7137
2018-01-19,11974,3240,7140
2018-01-20,11974,3240,7140
2018-01-21,11974,3240,7140
2018-01-22,11975,3243,7142
2018-01-23,11980,3246,7147
2018-01-24,12005,3249,7155
2018-01-25,12015,3252,7160
2018-01-26,12015,3252,7160
2018-01-27,12015,3252,7160
2018-01-28,12017,3255,7165
2018-01-29,12031,3256,7171
2018-01-30,12041,3257,7177
2018-01-31,12045,3263,7183
2018-02-01,12049,3265,7190
2018-02-02,12055,3271,7194
2018-02-03,12056,3274,7196
2018-02-04,12056,3274,7196
2018-02-05,12061,3276,7202
2018-02-06,12071,3281,7206
2018-02-07,12075,3283,7211
2018-02-08,12089,3290,7216
2018-02-09,12095,3295,7219
2018-02-10,12098,3296,7224
2018-02-11,12101,3297,7227
2018-02-12,12103,3300,7230
2018-02-13,12108,3302,7237
2018-02-14,12115,3303,7243
2018-02-15,12131,3306,7249
2018-02-16,12143,3316,7260
2018-02-17,12148,3320,7264
2018-02-18,12149,3321,7266
2018-02-19,12150,3323,7268
2018-02-20,12159,3325,7278
2018-02-21,12160,3332,7280
2018-02-22,12164,3333,7284
2018-02-23,12165,3337,7288
2018-02-24,12165,3337,7288
2018-02-25,12167,3340,7289
2018-02-26,12172,3346,7296
2018-02-27,12179,3349,7308
2018-02-28,12181,3350,7313
2018-03-01,12191,3356,7317
2018-03-02,12193,3356,7321
2018-03-03,12198,3359,7325
2018-03-04,12198,3359,7325
2018-03-05,12204,3362,7330
2018-03-06,12229,3366,7344
2018-03-07,12239,3369,7353
2018-03-08,12241,3373,7359
2018-03-09,12244,3376,7363
2018-03-10,12249,3379,7368
2018-03-11,12255,3380,7370
2018-03-12,12255,3380,7370
2018-03-13,12269,3380,7373
2018-03-14,12273,3382,7378
2018-03-15,12281,3386,7385
2018-03-16,12285,3388,7392
2018-03-17,12287,3388,7394
2018-03-18,12293,3388,7402
2018-03-19,12310,3392,7407
2018-03-20,12312,3397,7411
2018-03-21,12324,3401,7421
2018-03-22,12332,3404,7426
2018-03-23,12335,3406,7435
2018-03-24,12338,3407,7437
2018-03-25,12343,3409,7441
2018-03-26,12364,3412,7455
2018-03-27,12369,3413,7461
2018-03-28,12386,3419,7471
2018-03-29,12391,3423,7478
2018-03-30,12393,3427,7485
2018-03-31,12395,3429,7486
2018-04-01,12396,3429,7490
2018-04-02,12405,3433,7496
2018-04-03,12414,3438,7501
2018-04-04,12437,3442,7508
2018-04-05,12453,3442,7517
2018-04-06,12459,3443,7522
2018-04-07,12467,3444,7524
2018-04-08,12473,3446,7528
2018-04-09,12488,3446,7535
2018-04-10,12495,3446,7542
2018-04-11,12522,3451,7555
2018-04-12,12527,3456,7565
2018-04-13,12549,3459,7573
2018-04-14,12551,3459,7576
2018-04-15,12551,3459,7576
2018-04-16,12563,3462,7582
2018-04-17,12574,3464,7588
2018-04-18,12581,3464,7598
2018-04-19,12591,3465,7604
2018-04-20,12602,3468,7614
2018-04-21,12603,3468,7616
2018-04-22,12605,3469,7618
2018-04-23,12610,3470,7627
2018-04-24,12613,3470,7631
2018-04-25,12634,3471,7645
2018-04-26,12638,3476,7656
2018-04-27,12647,3479,7659
2018-04-28,12647,3479,7659
2018-04-29,12656,3480,7666
2018-04-30,12661,3483,7675
2018-05-01,12667,3485,7684
2018-05-02,12679,3488,7691
2018-05-03,12690,3489,7698
2018-05-04,12698,3490,7700
2018-05-05,12703,3490,7701
2018-05-06,12705,3490,7704
2018-05-07,12709,3492,7708
2018-05-08,12714,3492,7714
2018-05-09,12724,3492,7725
2018-05-10,12727,3493,7729
2018-05-11,12728,3496,7732
2018-05-12,12736,3496,7736
2018-05-13,12739,3499,7738
2018-05-14,12740,3500,7742
2018-05-15,12746,3503,7747
2018-05-16,12757,3505,7754
2018-05-17,12767,3509,7765
2018-05-18,12770,3514,7773
2018-05-19,12775,3515,7776
2018-05-20,12777,3519,7778
2018-05-21,12780,3522,7785
2018-05-22,12788,3524,7790
2018-05-23,12792,3525,7796
2018-05-24,12795,3525,7797
2018-05-25,12799,3525,7798
2018-05-26,12799,3525,7798
2018-05-27,12799,3525,7798
2018-05-28,12799,3525,7798
2018-05-29,12808,3527,7801
2018-05-30,12819,3528,7808
2018-05-31,12824,3531,7812
2018-06-01,12826,3536,7818
2018-06-02,12831,3536,7822
2018-06-03,12832,3539,7828
2018-06-04,12836,3540,7835
2018-06-05,12846,3544,7840
2018-06-06,12854,3545,7844
2018-06-07,12854,3545,7844
2018-06-08,12857,3545,7851
2018-06-09,12857,3545,7851
2018-06-10,12859,3546,7852
2018-06-11,12875,3549,7864
2018-06-12,12886,3549,7874
2018-06-13,12890,3551,7883
2018-06-14,12896,3553,7888
2018-06-15,12901,3556,7892
2018-06-16,12901,3556,7892
2018-06-17,12903,3557,7894
2018-06-18,12922,3559,7903
2018-06-19,12926,3563,7906
2018-06-20,12929,3565,7907
2018-06-21,12931,3568,7912
2018-06-22,12934,3571,7913
2018-06-23,12935,3572,7915
2018-06-24,12941,3572,7920
2018-06-25,12947,3573,7925
2018-06-26,12951,3574,7925
2018-06-27,12958,3577,7937
2018-06-28,12966,3580,7946
2018-06-29,12976,3581,7948
2018-06-30,12978,3582,7954
2018-07-01,12979,3584,7958
2018-07-02,12982,3585,7962
2018-07-03,12983,3587,7962
2018-07-04,12987,3590,7964
2018-07-05,12991,3593,7965
2018-07-06,12992,3595,7968
2018-07-07,12995,3596,7973
2018-07-08,13001,3596,7976
2018-07-09,13006,3596,7979
2018-07-10,13011,3597,7985
2018-07-11,13017,3599,7993
2018-07-12,13028,3602,8004
2018-07-13,13040,3603,8010
2018-07-14,13045,3604,8014
2018-07-15,13051,3605,8021
2018-07-16,13059,3607,8027
2018-07-17,13067,3610,8040
2018-07-18,13075,3613,8045
2018-07-19,13084,3613,8056
2018-07-20,13091,3613,8065
2018-07-21,13096,3616,8068
2018-07-22,13099,3619,8073
2018-07-23,13102,3621,8075
2018-07-24,13121,3624,8078
2018-07-25,13124,3627,8081
2018-07-26,13128,3629,8093
2018-07-27,13144,3630,8099
2018-07-28,13144,3630,8099
2018-07-29,13149,3630,8105
2018-07-30,13168,3634,8115
2018-07-31,13172,3637,8124
2018-08-01,13177,3643,8134
2018-08-02,13188,3645,8143
2018-08-03,13202,3648,8152
2018-08-04,13204,3651,8159
2018-08-05,13204,3651,8159
2018-08-06,13209,3651,8169
2018-08-07,13213,3655,8173
2018-08-08,13220,3655,8185
2018-08-09,13232,3658,8194
2018-08-10,13239,3661,8198
2018-08-11,13243,3662,8202
2018-08-12,13245,3662,8205
2018-08-13,13270,3665,8213
2018-08-14,13280,3667,8224
2018-08-15,13283,3670,8230
2018-08-16,13284,3671,8234
2018-08-17,13286,3672,8241
2018-08-18,13286,3672,8241
2018-08-19,13286,3672,8241
2018-08-20,13291,3673,8246
2018-08-21,13295,3674,8252
2018-08-22,13296,3674,8260
2018-08-23,13303,3674,8269
2018-08-24,13309,3681,8282
2018-08-25,13325,3683,8285
2018-08-26,13331,3686,8293
2018-08-27,13355,3688,8302
2018-08-28,13362,3689,8309
2018-08-29,13370,3689,8312
2018-08-30,13379,3692,8319
2018-08-31,13386,3694,8326
2018-09-01,13387,3695,8328
2018-09-02,13390,3697,8331
2018-09-03,13394,3699,8335
2018-09-04,13397,3702,8341
2018-09-05,13403,3702,8346
2018-09-06,13406,3703,8353
2018-09-07,13410,3705,8356
2018-09-08,13410,3705,8356
2018-09-09,13412,3708,8362
2018-09-10,13419,3709,8372
2018-09-11,13424,3711,8377
2018-09-12,13426,3712,8386
2018-09-13,13434,3713,8391
2018-09-14,13434,3713,8391
2018-09-15,13435,3713,8398
2018-09-16,13437,3715,8401
2018-09-17,13441,3716,8414
2018-09-18,13442,3718,8424
2018-09-19,13443,3719,8432
2018-09-20,13444,3723,8437
2018-09-21,13445,3725,8443
